tweet_id,airline,airline_sentiment,text_clean
570261977332731904,Southwest,negative,southwestair frustrating indeed especially when no one knows what the issue is
570261514340474880,Southwest,negative,southwestair  on hold with customer service you may be quicker  i rebooked trip for a lower fare  where did the difference in  go
570261349172973569,Southwest,neutral,southwestair that was chantilly paris france
570261289420898305,Southwest,negative,southwestair and thx for not responding
570261225520689152,Southwest,negative,southwestair i booked a flight on my phone and then never got a confirmation email how would i go about getting that
570260387746029568,Southwest,negative,southwestair supposed to take off almost 2 hours agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze
570260325611630592,Southwest,negative,southwestair how come im not getting my points after i buy from the rapid reward shopping site
570259423987404800,Southwest,neutral,southwestair hey im flying from tampa to denver today and i want to know if there will be tvs in the seats like jetblue
570257719334187008,Southwest,neutral,southwestair and carol thrower are passengers fort lauderdale airport
570257631778107392,Southwest,negative,southwestair mins and no answer my wife and baby need to get on that flight she arrived 2 hrs prior please help venetia crook
570257480401469441,Southwest,negative,southwestair my wife and 9 month old might miss flight and next direct is 210 pm mother in law been on hold with customer support for 30
570257317859610624,Southwest,negative,southwestair flight 1614 fll to atl my wife traveling with infant line to check baggage 200 people long due to your computer system crash
570256329543012352,Southwest,positive,southwestair thanks sent a dm to you let me know if oyu need any additional information
570256052966395906,Southwest,negative,southwestair hey friends when i phone the alist number your ivr hangs up on me multiple times not sure how to proceed
570255256589766656,Southwest,positive,southwestair strives to be customer centric in everything they do  communications advertising customer journey etc anamarketers
570253313368698883,Southwest,negative,southwestair la always has traffic but this is insane i cant be the only one with this issue on flight 1625
570253196213383168,Southwest,negative,southwestair insane traffic in la trying to call you all to re schedule flight but been on phone for 20 minutes and nothing
570252802611679232,Southwest,neutral,southwestair airline trouble amp not getting satisfactory customer service contact httptcoaqjn4hwnac  we negotiate resolutions for you
570252528245456897,Southwest,neutral,southwestair hey southwest help me find a flight from nashville  washington dc or raleigh for under 150 on march 15 please
570252231624265729,Southwest,negative,southwestair why can we no longer change trips with a companion online been doing it for years now get message cant be done online
570250945281589248,Southwest,negative,southwestair adding rr number to a marriott stay is too hard wont take rr number at checkinout and marriott phone cs not helpful
570250780252504064,Southwest,negative,southwestair nor spiritairlines fly to toronto youre killing me smalls
570250554670125056,Southwest,neutral,southwestair thank you
570250252382416896,Southwest,neutral,southwestair traditionally used sledge hammer  low  taking share from driving  now scalpel approach through data science  anamarketers
570249864841285632,Southwest,positive,southwestair customer centricity is knowing people anamarketers
570248600623521793,Southwest,negative,southwestair i have used you guys for most my travels but this last experience i will never use southwest again worstcustomerservice
570248044341374976,Southwest,neutral,southwestair is americas largest airline by passengers carried wonder if this is bc they have a customer service bible anamarketers
570248035369820162,Southwest,negative,southwestair vipliveinthevieyard  first time we tried to redeem pts for anything it really did not go well disappointed
570246695595999232,Southwest,positive,southwestair ok thank you  i hope  so too
570246490473566208,Southwest,negative,southwestair is there a way to receive a refund on a trip that was cancelled flight online instead of calling your phone lines are super busy
570245840612265985,Southwest,positive,southwestair intuit jhamilton2007 4 moms 4 careers 1 day trip to la intuitlife leanin httptco2qjbcv5jzq southwestairlines
570245656972894208,Southwest,neutral,southwestair is there a resource to check delayscancelled flightlations out of love field flying out tomorrow am and stressed about weather 
570245513720647680,Southwest,negative,southwestair switching planes due to mechanical problems  how does reboarding work was a49 now at end of long line  stuck in middle
570244762785210368,Southwest,negative,southwestair why when i booked via phone after calling the a list preferred  didnt my kta get added to the ticket must i use web
570242641264320512,Southwest,negative,southwestair tried for vip live in the vineyard but yr site went down by the time i got in 2 redeem pts those packages gone
570241403822813184,Southwest,neutral,southwestair an oscarworthy entrance into la httptco10tmthvfdc
570238577683996672,Southwest,positive,southwestair is the best airline hands down amazing customer service bags free and affordable flights happycamper
570237762063831040,Southwest,positive,southwestair thanks to ellamae at las counter for going above and beyond to help us get back to abq after our flight was cancelled flightled
570236169310437376,Southwest,neutral,southwestair phlairport will flight 2155 that arrives at e11 be a penguin plane
570229420058918913,Southwest,positive,southwestair thank you for taking good care of people with als httptcom1yywafkfi kevinswan alstdi alifestory
570228904469725184,Southwest,positive,southwestair has the smoooothest flight attendants southwestsmoothie httptcovr9k180lai
570227814575804416,Southwest,negative,southwestair why was southwest only airline to cancelled flight all flights from charleston was 750pm flight cancelled flightation really weather relate flightd
570227698334720002,Southwest,neutral,southwestair stepup makeitright re you best or just money hungry wewillsee
570226870119215104,Southwest,negative,southwestair thanks for the text but not exactly timely 8 data throughout issues today maybe httptcoaau9mka6zy
570224719011704832,Southwest,negative,southwestair i called the 800  and the rep there was pleasant but less than helpful told me i was sol train them for consistent cx
570224618272731136,Southwest,negative,southwestair 25 year customer but i am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees
570222660300378112,Southwest,neutral,southwestair was only less than 3500pts but it helped had partnerrewards incoming but not fast enough to keep pts from expiring
570222625621831680,Southwest,neutral,southwestair wifes rr pts expired a few days ago were planning on flight booking problems trip today anything you can do for us on a tight budget
570221343985295360,Southwest,negative,southwestair would be great if i atleast was next to my husband who is flying in the same reservation
570220966284025857,Southwest,negative,southwestair why is customer relations still not openin texas
570220817470115840,Southwest,positive,southwestair thank you for the tip
570219228181041153,Southwest,negative,southwestair   i hate evolved seating knees in the seat pocket httptcofornpf69ky
570217918195220480,Southwest,positive,southwestair thanks to your team for dealing with flight 1700 to houston
570217425100148738,Southwest,positive,southwestair bumped me to preboard on both flights because im fat whatever the reason thanks
570215711416537088,Southwest,negative,southwestair i heart southwest but those commercials aimed to satisfy a nanosmattering of travelers to few destinations
570215548589453313,Southwest,neutral,southwestair i urgently need two receipts sent but cs is closed can you help
570214968622239744,Southwest,neutral,southwestair sent
570214946815868929,Southwest,negative,southwestair any etd for swa1004 from phl appears delayed but no info available at gate
570213389005414400,Southwest,negative,southwestair can you tell me why you cancelled flightled the flight vs delay
570212491134930945,Southwest,negative,southwestair my bday was yesterday and my girl gave birth to my first born and i couldnt get a courtesy flight change from lynn thanks
570211592559685632,Southwest,neutral,cb how do you know southwestair
570211577087041536,Southwest,negative,southwestair no need i know the status you cancelled flightled instead of delaying the flight
570210502955155456,Southwest,negative,southwestair weather where and at what time cancelled flighted no i cant because meeting was today
570210411926016001,Southwest,neutral,southwestair the flight isnt that empty is this rude or not httptco4rl0p5jchb
570209843199524864,Southwest,positive,southwestair  we left ipad in a seat pocket  filed lost item report received it exactly 1 week late flightr  is that a record  unbelievable
570208349339262976,Southwest,negative,southwestair when and why was flight 4471 from msp cancelled flighted this am
570207643874123777,Southwest,negative,southwestair i luv yall but please stop overheating your planes second flight in a row that feels like a sauna
570206560439308289,Southwest,neutral,southwestair i was not the one traveling i was asking for my sister who was waiting on my nephew in midlandflight eventually landed
570205399619661824,Southwest,positive,southwestair can anyone help me upgrade to buisness select  cant seem to get hail of the right area at all  i know you guys are good
570205323992174592,Southwest,negative,southwestair i have asked lindsey to call me instead of dm like a schoolgirl but so far no call   getting tired of typing little notes
570205088595058688,Southwest,negative,southwestair give us some more clever advertising about bagsflyfree is that because badpolicy allows you to cheatcustomers
570204088908034049,Southwest,negative,southwestair its just the principle  its hard to get mugged amp not be upset you took my money amp didnt give me anything wrongiswrong
570203916643766273,Southwest,negative,southwestair customer service you shouldnt use those words wasted my time and took my money badbussiness theft httptco63zaq2lt8f
570203842542829568,Southwest,negative,southwestair three hour flight to orlando and no wifi uncool firstworldproblems
570200237622611968,Southwest,positive,southwestair loving the new planes and the lighting only wish windows were larger httptcoh44uj63cjg
570199956704919552,Southwest,negative,southwestair i would like to ask that his bags be picked up at pit amp taken to his hotel by the airport will someone contact me
570198775203016704,Southwest,negative,southwestair customer service at fll bwiand pit have been terribleno one knows where his bags arehis is on a job with no clothes amp gear
570197979820224512,Southwest,negative,southwestair after multiple attempts i was finally able to submit them late flight last night
570195827341312000,Southwest,negative,southwestair up at 4am and arrive to find it already cancelled flighted no options so miss my meeting you might know but dont show it
570195784358100993,Southwest,neutral,southwestair its a new day and a new chance for you to do the right thing its never too late flight to be honest
570192105752039427,Southwest,negative,southwestair darn i bought it on the wrong device no way to switch im sure
570190092213465089,Southwest,neutral,southwestair quick question  i bought wifi for my phone do i have to buy it again on my tablet i have 9 hours left on my trip
570187432815013888,Southwest,positive,southwestair cool shot of the moon and one of your fleet httptcokl9baimes6
570183297759752192,Southwest,neutral,southwestair hello swa who is your poc for partnerships with nonprofit organizations in bwi area
570103012380667904,Southwest,negative,southwestair hey remember that time you lost my husbands bags i do filmjobnoequipment nowarmclothes
570100409009770497,Southwest,positive,southwestair looking forward to flying once again with swa on friday the luv airline dtw mdw tus
570098324172206080,Southwest,positive,southwestair i love this airline so much thanks so much the service is great the snacks are amazing everything is outstanding thanks
570097607478874112,Southwest,negative,southwestair you need to redeem yourself i lost respect for you tonight lostbags filmjobnoequipment
570091771675348992,Southwest,negative,southwestair way to fuck up and lose cistudios bags my husband has no warm clothes and no equipment youdidit notcool
570089091276128258,Southwest,neutral,southwestair you should have assigned seating because now my cousin amp i probably cant sit together on our flight tomorrow thanks
570087941277495296,Southwest,negative,southwestair wifi stays connected about the lifetime of a higgs boson
570084122636365825,Southwest,neutral,southwestair forget wedding fairs how about discounts for nonprofits we donate part of our worth every single day
570076476252356608,Southwest,negative,southwestair when will your phone agents be able to give the correct departure times for cun when can we checkin online for international
570076113453518848,Southwest,negative,southwestair making me miss thebachelor right now wah
570076090917650432,Southwest,neutral,southwestair please lower my plane flight by like 100 bucks thanks floridavacation
570073365265944576,Southwest,positive,southwestair had a great flight to and from cabo last week with my family smoothflight frequentflyer
570070880983711744,Southwest,negative,southwestair we can let bags flutter because we charge travelers that had to change dates fullprice and we dont let them travel
570070659130220544,Southwest,positive,southwestair  on that late flightst ad makes me happy to be flying you in a few days bethonors
570068976778153984,Southwest,positive,southwestair the fact that u see black history month 12 months a year is honorable we will be an economic base for corp like u in future
570066487056027650,Southwest,neutral,southwestair should offer cdn border towns incentive to fly since exchange rates are hurt customerappreciation gaincustomers keepem2
570066283233972224,Southwest,positive,southwestair what an awesome flight dallas 2 ny virgin america refused bc of my childs peanut allergy but u guys didnt thanks 
570065297568194560,Southwest,negative,southwestair wont let me send a dm because they dont follow me lovedflyingwiththem notanymore wrong badpolicy
570064381410734080,Southwest,neutral,southwestair reference  261093929756
570062210640322560,Southwest,negative,southwestair your welcome it was the thoughts of nearly the entire plane
570062116096331776,Southwest,neutral,southwestair do you know the reason flight 336 from dallas to midland was diverted to lubbock was suppose to be direct to midland
570061334898872321,Southwest,positive,southwestair in flight wifi  tmobile wifi calling makes for the best combination who doesnt love texting 40000 feet in the air d
570059574268469248,Southwest,negative,southwestair has become like every other airline crooked i cant believe they are taking over 500 shouldwearmasks shocked
570059381284302848,Southwest,negative,southwestair here is my conf f8neqm my flight was delayed for 3 hours while my friend waited for me on her bday please follow up
570058699676520448,Southwest,negative,southwestair twitter cust svc rule 1 dont say if we fell short i just told u u did 2 if u cant solve problem dont say anything at all
570056874583654402,Southwest,negative,southwestair disappointed in the service ive received checked in online checked my my flight status online checked in at the airport
570054105789550592,Southwest,positive,southwestair great day in the air httptcoync2zut4zz
570053736950685696,Southwest,positive,southwestair thanks
570053254836416512,Southwest,positive,southwestair thanks for two smooth safe and fast flights boston houston luvswa httptcoelhxuv0uj1
570052879643381760,Southwest,positive,southwestair i really love your customer service lou ann in phx rocks thanks sw be ourguest
570051666386374657,Southwest,neutral,see you in atl southwestair congrats to our destinationdragons winners ready atlanta httptcoay1gidcfa4 httptcoyc7v2s0iod
570050691173101568,Southwest,neutral,southwestair if i am enrolled in the atl companion pass offer and booked 3 flights already before may 17 when can i start using the pass
570050402294636544,Southwest,negative,southwestair very disappointed in your customer service right now definitely not feeling the luv whats worse 2nd time this winter
570049195446444033,Southwest,neutral,southwestair will do  if you follow back i can dm that info
570046710870728704,Southwest,positive,southwestair katie gate c47 denver international fantastic customer service helping me and 2 new flyers thx for amazing staff
570044516318748672,Southwest,negative,southwestair kudos to bag handler at dtw gate 21 at 710 pm ran to keep bags from hitting ground in 9 degree temp httptco5txu5tsfkj
570042186399657984,Southwest,positive,southwestair crew on flight 206 is awesome tell them i sent this tweet and maybe they will give me free wifi canthurtasking
570041591714455552,Southwest,positive,southwestair thankyou 
570040162840907776,Southwest,neutral,southwestair how much is ur wifi fam
570035287679590400,Southwest,neutral,southwestair imaginedragons i tried  its okay
570035207316885505,Southwest,positive,southwestair happy to enter your sweepstakes again nutsaboutsouthwest
570034833633767424,Southwest,positive,southwestair thanks for the great customer service today 
570034397153398784,Southwest,neutral,southwestair is the vinyl part of the prize too
570034301774884865,Southwest,positive,southwestair beyond ready
570032949992800256,Southwest,negative,southwestair when i called i was told my bag had made it to phl but still has not been delivered or any call from the delivery service
570032300265578496,Southwest,neutral,southwestair looks like brooding skies out of ont this evening httptcox9blwgwa68
570032108447494144,Southwest,neutral,southwestair no monkey business we luv swa mdw2mci homeandreadyfornexttrip httptco2xjvun66zz
570031211336368128,Southwest,positive,southwestair is my favorite airlines ive never had issues with them plus there crew is entertaining
570027786053636096,Southwest,negative,southwestair should be a way to give voice to customers who pay for services that are not satisfactorily delivered justsayin
570024300905783296,Southwest,positive,southwestair your flight attendants are really funny the sass is giving me life 
570021128032407552,Southwest,negative,southwestair i am genuinely surprised you all dont upgrade people when you cancelled flight their flights or at least put them in a comparable spot
570017987349995521,Southwest,positive,southwestair following thank you
570017357747380224,Southwest,negative,southwestair would someone please dm me the customer relations number the website has only customer service
570014884651380736,Southwest,negative,southwestair  this is the second time in a row i havent received text updates about flight time change dont offer if you wont use it
570014685166219264,Southwest,negative,southwestair you cancelled flightled my flight and now i am in the back of the queue and you want to charge me 200  for business class stay classy
570014474993688576,Southwest,negative,southwestair hope your flyers get a credit of some sort for all the delays and cancelled flightlations shittydeal notimpressed
570013108070014976,Southwest,negative,southwestair taylorlumsden taylor  u gotta love swa responsiveness at thevery least huh
570012094570958850,Southwest,positive,southwestair its all good thanks
570011378091753472,Southwest,positive,southwestair thank you 
570010703391825920,Southwest,negative,southwestair now you love me after taking my money and only taking me halfway home sorry too late flight
570009897846374400,Southwest,negative,southwestair oh ok  all good  looking forward to escaping the cold for a bit  thanks
570009576273154048,Southwest,negative,southwestair wifi is so slow what is the point having one if cant get on the internet ugh
570009252426883072,Southwest,neutral,southwestair i have a few questions about flying with my maltese puppy can you dm me
570009135519035392,Southwest,neutral,southwestair any word when the customer relations department will open back up
570008817414639616,Southwest,neutral,southwestair can you tell me if flight 805 from mdwfll tomorrow 224 is at full capacity  im hoping for a little bit of extra room 
570008612426289153,Southwest,neutral,southwestair  just left there  friday
570007457055055873,Southwest,positive,southwestair oh no worries just have never seen that before until today i meanit is a great card 
570005561338503170,Southwest,positive,southwestair thank you thank you thank you my last attempt to win destinationdragons tickets was a success i could not be happier 
570003111772692480,Southwest,positive,southwestair flight 1700 phx to lax wheels stop  glad to be home  thanks to the professionals both up front and in the cabin
570000618707746816,Southwest,positive,southwestair eyes next steps for improving inflight wifi  runway girl httptcoh46ht1oz40
569998842579566592,Southwest,neutral,southwestair could you maybe hook fuyukaidesuyo  with some imagine dragon tickets tonight shes a hugeeeee fan amp would really love to go
569998122241232896,Southwest,negative,southwestair hasnt evennotified us that theflight isdelayed via emailtextphone callif we wererunning late flight i would be pissed unreliable
569998043761803264,Southwest,negative,southwestair can tweet through the weekend bad weather but closes down customer relations center to process refunds for cancelled flighted flights
569996707443970048,Southwest,negative,southwestair stop cancelled flighting my flight i have us history tests to take and chemistry things to learn do you not understand
569996423074160640,Southwest,positive,southwestair 222mdw 2 san flt 1687 attendant melissa was awesome fast smiling great after weather cancelled flight day b4 it was welcome
569995730951147523,Southwest,negative,southwestair been all up and down the area where the pic was taken and dont see any albums
569995536545091584,Southwest,neutral,southwestair i enjoyed a call from my good friend hes flight booking problems his flights elsewhere as i tweet one at a time i will tell as many as i can
569995514558550016,Southwest,positive,southwestair thank you great customer service so far accidents happen i understand hopefully everything works out
569995418370646016,Southwest,negative,southwestair my question is this whats up with the crazy boarding procedure does the confusion prevent fistfights over the good seats
569995235608137728,Southwest,neutral,southwestair opened online applications for fall 2015 intern positions throughout the company  apply via httpstcogml7ot3imh
569994437390020608,Southwest,neutral,southwestair honesty should always be the policy
569994045205803009,Southwest,positive,southwestair thanks for the quick response should i call daily it wait the 5 days
569993437690245120,Southwest,neutral,southwestair i knew i was correct httptco9eueyxawcv
569993176636739584,Southwest,neutral,southwestair briughy me to comclassic aif2015 amp so much more with the agcommunity
569992825997279232,Southwest,neutral,southwestair any deals to orlando in aprilmay
569990034444689408,Southwest,neutral,southwestair magazine feature desk plants increase productivity by 15 luvswa healthbenefitsofplants gardening httptcobvfaxdubaq
569989812637167617,Southwest,neutral,southwestair new marketing song httpstcof2lfulcbq7 let us know what you think httptcoiqnvyfpg4p
569989340052344832,Southwest,negative,southwestair prove it cuz the southwest people here dont even know why its behind schedule
569989168903819264,Southwest,positive,southwestair seeing your workers time in and time out going above and beyond is why i love flying with you guys thank you
569989082719358976,Southwest,negative,southwestair u were bae until u lost both of my bags and had no clue where they were or what happened to them for 36 hours 
569989039874404352,Southwest,negative,southwestair prove it
569989007532142592,Southwest,positive,southwestair travel agent darrel here at love field hosting a paper airplane contest to entertain all the children was so awesome to see
569988842335244289,Southwest,positive,southwestair big kudos to your staff today at dallas love field for lifting everyones spirits today with all the delays and cancelled flightlations
569987277734207488,Southwest,positive,southwestair its not fun having a delay from nashville to las vegas but the crew at the gate c9 desk has been awesome patience luvswa
569986783024431105,Southwest,negative,southwestair thinks that a 100 voucher makes up for spending 4 hrs on a plane and landing at the same airport we took off from really
569984682873352192,Southwest,positive,never got to the strip that fast before stoked for special imaginedragons show tonight thx again southwestair httptcotopqmvqnjp
569984437720453121,Southwest,negative,southwestair the problem is apologies dont help results matter and its proving impossible to find anyone who is interested in that
569983511609757696,Southwest,neutral,southwestair no fare giving out clues  in route now
569983469930967040,Southwest,positive,southwestair telling my fam in vegas now 
569982023667838979,Southwest,neutral,southwestair how many tickets are left
569981679806365697,Southwest,positive,southwestair thank you
569980827209207809,Southwest,negative,southwestair is new mkt strategy to be average like all the rest whathappend rr points devalued again httptcomdbdyomrs7
569980269379358720,Southwest,negative,southwestair do these scavenger hunt  locations have anything in common because im playing detective trying to figure out the one for atl
569980137346707456,Southwest,neutral,southwestair why do you have to be 18 
569978876861902848,Southwest,negative,southwestair ruined my sunday 3 hours of delays out of dia now my bags are at the wrong airport 35 to deliver them insult to injury
569978748780421121,Southwest,positive,southwestair what can we do to bring you back to jackson ms we miss you terribly around here these other airlines are horrible
569978197284130817,Southwest,neutral,southwestair any idea why tsa precheck isnt showing for my next flight tomorrow the number is in my profile
569977907222880256,Southwest,positive,southwestair 3 hours and 80 degree difference yes please  mht to mco sadie4406 httptcomraw3qdw4d
569977857755234304,Southwest,negative,southwestair sent looking for that functionality in your app though should be a one click action
569977819389800448,Southwest,neutral,southwestair still there i was posted up in downtown waiting for yall on my way
569977223198822400,Southwest,negative,southwestair like kelsey said really bad spot for locals do you know how long it takes to find parking then walking over to the bellagio
569977129728749568,Southwest,neutral,southwestair are 5 people there
569976622054395904,Southwest,positive,southwestair looks like bellagio to me good luck people see you at the show at vinyl
569976246135697408,Southwest,neutral,southwestair congrats to these fans who are seeing destinationdragons in la slc youre next httptcoyccitaep3s thanks again sw
569976092359917568,Southwest,positive,southwestair can a pair of tickets waiting for me after my sports practice i live here and definitely know where that is imaginedragons
569976030603059200,Southwest,positive,southwestair love southwest you guys have been good to me httptcox4tdy84dbh
569975684476641280,Southwest,negative,southwestair how about destinationdragon tix for tonite for the inconvenience since i am not there to play scavenger hunt
569975349750079488,Southwest,neutral,southwestair dang if only practice was an hour late flightr today
569975155964772352,Southwest,neutral,southwestair that was supposed to say boo not book booo
569975032127967232,Southwest,neutral,southwestair vegas i was there 5 days ago miss the  warm weather
569975026239164416,Southwest,positive,southwestair your crew on 3138 is doing a great job of keeping everyone informed during the delays givethemraises
569974833418600449,Southwest,negative,southwestair right were delayed so im crabby  also why do you allow one family member to purchase earlybird check in and hold rows
569974710915571712,Southwest,positive,southwestair really easy for locals to get down to the strip book
569974656653877248,Southwest,neutral,southwestair grrrrrr i need a flight there first maybe for my bday next month
569971949440524288,Southwest,positive,southwestair luv your new luv television commercials traveled on your airline last year return trip from nycfeltthelove
569971775011999744,Southwest,neutral,southwestair is it possible to add travel arranged by my employer to my upcoming travel i can retrieve a reservation but thats it
569971526876962819,Southwest,neutral,southwestair  i sent a email to customer relations and i will be calling tomorrow
569971070394101763,Southwest,neutral,southwestair how do get priority seating after you already paid for the flight
569970865607090176,Southwest,negative,southwestair 10 people pre boardedonly 1 needed a wheel chair off the plane was not the case boarding
569970729237782528,Southwest,neutral,southwestair is it possible to add companion to only the 2nd leg of a trip
569970324810240000,Southwest,positive,southwestair best airline 
569969877286461440,Southwest,positive,southwestair netneutrality nice to see you prioritize internet traffic to your own streaming service over other web sites
569969833254764544,Southwest,negative,southwestair  poor customer service displayed over the weekend during the storm i was stuck on the tarmac for 25 hours with no answer
569968411561701378,Southwest,neutral,southwestair  northern california coast httptconm4vnnf8kb
569967938607972352,Southwest,neutral,southwestair hi guys do you have a general enquires email address please thanks david
569965376186019840,Southwest,neutral,southwestair watching planes do their thing httpstcoiitojhuikh
569964332026634241,Southwest,positive,southwestair thanks for getting us to paradise safely httptcokdzqczlpyr
569963097055604736,Southwest,negative,southwestair feeling very frustrated that i bought wifi onboard and cant load an email
569961977231106048,Southwest,neutral,southwestair continues to prove to be the best airlines 
569961503308189696,Southwest,positive,southwestair just go ahead and start the scavenger hunt after 5 pm today when work is over  destinationdragons
569960248548593665,Southwest,negative,southwestair why do you let one person board with early bird and save seats for entire party notcool flight2149
569958189862486016,Southwest,neutral,southwestair thanks
569957516748066817,Southwest,positive,southwestair awesome staff at the  check in desk they had a paper airplane race for a sw gift card to keep ppl entertained during delays
569957187138797569,Southwest,negative,southwestair but when do i get my gin amp tonic 
569957081811283968,Southwest,negative,southwestair is this a sick joke toyingwithouremotions
569956726318850048,Southwest,negative,southwestair  please explain to me why every other flight to dallas is going out today except the 635 pm
569956624036540416,Southwest,negative,southwestair will continue to be my airline of choice united most frustrating travel day ive experienced 5 delays and 4 gate changes
569956564993310720,Southwest,positive,southwestair just got a call apologizing personally for the long waits last week trying to rebook flights class act i appreciate that
569956528507236352,Southwest,negative,southwestair fox8news serious potential for a wanna get away commercial out of this debacle  but for real you should fire kristicapel
569954583209881600,Southwest,negative,southwestair i appreciate the response but the constant changing of the flight time is frustrating to say the least toughtomakeplans
569954475433201665,Southwest,negative,southwestair how long do we have to be delayed after boarding before we get a free drink gettingthirsty
569953874435567616,Southwest,neutral,southwestair done sorry i thought i was already
569953672861388800,Southwest,negative,southwestair i can doesnt it seem fair that if our bags need to fit under our seats we should need to fit in them
569952317556043776,Southwest,positive,southwestair  your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry 85832 u rock
569952285024915456,Southwest,negative,southwestair just wanted 2 change an anytime flight leaving at 1150  1100 phone hold 4 46mins phone answers she says sorry  no dice
569952282277773312,Southwest,negative,southwestair werent too sincere when you cancelled flighted my flight and made me drive 17 hours to get home
569951879825907713,Southwest,positive,southwestair your terry is our hero got my husband back thru security to retrieve cellphone left on plane in austin terry 85832 u rock
569951253666656257,Southwest,positive,southwestair  your terry is our hero  got my husband back thru security to retrieve his cellphone in austin terry 85832 you rock
569950945389518848,Southwest,positive,southwestair thanks you guys are the best
569950112631296002,Southwest,positive,southwestair ill stick with flying for free any where that southwest goes my son works for this wonderful company and moms fly free
569947823615012864,Southwest,neutral,southwestair if only you could control the weather in las vegas 
569946428547551233,Southwest,negative,southwestair pretty terrible customer service sat on hold 10 min then a busy signal then disconnected do all airlines have to suck
569946219826548736,Southwest,neutral,southwestair could you please tell me if there is a way to add a rr to a flight that already took place
569944997308407808,Southwest,negative,southwestair hooking us up and getting us to tampa after our flight was cancelled flightled this morning grateful businesstrip
569944956132990976,Southwest,positive,southwestair love the passbook update used it the day after it was released finally thank you
569944061848760320,Southwest,neutral,southwestair my ticket was booked 127 to cun does the arrival time reflect that cun is now on est time
569943647103406080,Southwest,negative,southwestair hdsportsguy yes i did i hope for an update soon need those clothes for a meeting tomorrow
569943306613886976,Southwest,positive,southwestair a to the safety dos and donts announcer flight 651 from midway mdw to pittsburgh pit
569942616617447424,Southwest,negative,southwestair this is not a fair set up i payed for a full seat i should get access to a full seat httptcosba0aricyq
569942482668167168,Southwest,negative,southwestair sorry to bother you but ive been on hold for more than 2 hours and 30 minutes should i continue holding or call back
569941609225293824,Southwest,positive,southwestair another great trip lax 823  las 3075  bna thanks so much
569941247546286080,Southwest,negative,southwestair  your checkin is lame for business really last seat i have broad shoulders haha
569940430365847554,Southwest,negative,southwestair yeah theyre somewhere hopefully getting them back today just frustrated tweeting
569938799397990401,Southwest,negative,southwestair completely understand act of god weatherrelate flightd cancelled flightlation but 4 days without reimbursement of any kind is unacceptable
569937700993818625,Southwest,negative,southwestair why so expensive to go to vegas with stops in late flight june as i can get non stop for same on competition
569937119411462144,Southwest,negative,southwestair delayed twice now cancelled flightedsent complaint email yet no response  need an explanation pls notsatisfied smh unhappy
569935609940316160,Southwest,positive,southwestair got help from a nice lady on the phone in georgia  thank you
569935276346351616,Southwest,negative,southwestair when will the flight resume i dons see it in the open schedule 
569933882662916096,Southwest,neutral,southwestair understand the weather these kids need to get home nice kids doing volunteer work from a ri high school please help
569932197735604224,Southwest,positive,southwestair thanks for the quick reply  i travel a lotbut not that much lol
569931705022164992,Southwest,negative,southwestair that does sound hopeful its a very thin device so i just hope the right person found it in time
569930801577644034,Southwest,negative,southwestair my bag was not shown luv did not make it to phl with me
569929973156327424,Southwest,negative,southwestair i regret not flying you this morning virginamerica doesnt support business travelers neverflyvirginforbusiness
569927965007417344,Southwest,positive,southwestair thanks i did go through these motions shortly after my flight yesterday i wonder how quickly flight attendants are notified
569927739802652672,Southwest,negative,southwestair  how many others didnt know you are stopping non stop flights to atl and from to hartford ct as of april 
569925645204987904,Southwest,neutral,southwestair thanks lindsey any idea when ill get there stuck in denver and told to listen to the intercom better
569924965446725632,Southwest,positive,southwestair nice touch on the passbook integration
569924679206457344,Southwest,neutral,southwestair easy fix let the business select actually board 1st then board the preboards
569924393976987649,Southwest,negative,southwestair a companion pass flyer to other airlines because its being abused  every airport
569924243946737664,Southwest,negative,southwestair its not disappointment its a blatant disregard for your business select customers its becoming a problem thats pushing
569922915472244736,Southwest,neutral,southwestair need assistance getting an extension on a flight that has expired
569922730008518656,Southwest,positive,southwestair awesome thanks you guys rock
569922657937956864,Southwest,negative,southwestair hello remaining credits on your account will be refunded back to your credit card when you choose a lower price flight
569921747195076608,Southwest,neutral,southwestair when can we expect customer service in dallas to be available
569919280361414656,Southwest,negative,southwestair it eventually arrived just seemed really slow 
569918484726964224,Southwest,negative,southwestair my bags are on the way to chicago without me help i was confirmed for 2 flights and told there isnt room and im screwed
569915419018067968,Southwest,negative,southwestair i just recieved an email from your memphis station hopefully they have my bag
569914957552353280,Southwest,negative,southwestair just landed in phl row 9 window cover on n366sw could use some luv httptcowqzztiemx0
569912094272782337,Southwest,positive,southwestair  thanks for adding passbook ability hopefully we can do group passbook tickets in the future somehow
569911555967442944,Southwest,negative,southwestair yep 9999999999 certain it was on that flight
569910583694196736,Southwest,positive,southwestair they arrived late flight but pilots got us to dia on time impressive outstanding greatservice allgood
569910383047254016,Southwest,positive,southwestair i would appreciate that  thank you
569909718765842432,Southwest,negative,southwestair i never got an email confirmation for my ticket but the credit card was charged  phone wait time is crazy is there a chat
569906668743426048,Southwest,negative,southwestair res chg onlineapp no work still on hold faster for hubby to drive to airport to make change  counter fail
